Format Version,1.23,Take Name,Apr17_Sand_No_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.50.51.250 PM,Capture Start Frame,7896456,Total Frames in Take,21876,Total Exported Frames,21876,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
4341,36.175000,0.016027,-0.108405,-0.015303,0.993860,0.499858,-0.034603,0.331380,0.506656,-0.031356,0.281622,0.489453,-0.035967,0.340305,0.503464,-0.036487,0.372213,-0.008586,-0.102578,0.003250,0.994683,0.285659,-0.071702,0.267001,0.262623,-0.058948,0.254597,0.307292,-0.077615,0.238205,0.287061,-0.078542,0.308202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506531,-0.031374,0.281761,0.489724,-0.035938,0.340200,0.503207,-0.036507,0.372174,0.262521,-0.058912,0.254679,0.307385,-0.077691,0.238416,0.287104,-0.078524,0.307945
4342,36.183000,0.015079,-0.109646,-0.010389,0.993802,0.499782,-0.034517,0.331412,0.506680,-0.031353,0.281662,0.489368,-0.035953,0.340313,0.503299,-0.036245,0.372260,-0.008598,-0.102389,0.003285,0.994702,0.285669,-0.071718,0.266990,0.262628,-0.058966,0.254594,0.307292,-0.077631,0.238185,0.287087,-0.078557,0.308190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506550,-0.031371,0.281776,0.489719,-0.035914,0.340205,0.502959,-0.036275,0.372228,0.262521,-0.058925,0.254659,0.307382,-0.077708,0.238414,0.287138,-0.078545,0.307951
4343,36.192000,0.015520,-0.107975,-0.013614,0.993939,0.499892,-0.034550,0.331362,0.506639,-0.031348,0.281594,0.489500,-0.035935,0.340297,0.503538,-0.036366,0.372195,-0.008551,-0.102352,0.003313,0.994706,0.285667,-0.071701,0.267004,0.262624,-0.058950,0.254611,0.307288,-0.077610,0.238198,0.287089,-0.078544,0.308204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506535,-0.031368,0.281789,0.489727,-0.035911,0.340237,0.503307,-0.036376,0.371985,0.262529,-0.058916,0.254686,0.307371,-0.077680,0.238404,0.287132,-0.078527,0.307956
4344,36.200000,0.014730,-0.109463,-0.009043,0.993841,0.499807,-0.034491,0.331390,0.506680,-0.031358,0.281635,0.489400,-0.035945,0.340297,0.503342,-0.036169,0.372238,-0.008576,-0.102325,0.003505,0.994708,0.285665,-0.071700,0.267003,0.262617,-0.058959,0.254610,0.307287,-0.077604,0.238196,0.287092,-0.078539,0.308203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506550,-0.031377,0.281762,0.489722,-0.035909,0.340192,0.503031,-0.036197,0.372195,0.262513,-0.058922,0.254690,0.307380,-0.077680,0.238411,0.287136,-0.078521,0.307945
4345,36.208000,0.015685,-0.108884,-0.014085,0.993831,0.499830,-0.034582,0.331383,0.506670,-0.031367,0.281629,0.489420,-0.035961,0.340299,0.503400,-0.036418,0.372222,-0.008608,-0.102517,0.003851,0.994687,0.285657,-0.071723,0.266986,0.262605,-0.058999,0.254583,0.307294,-0.077615,0.238188,0.287073,-0.078555,0.308188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506542,-0.031385,0.281759,0.489733,-0.035928,0.340200,0.503096,-0.036443,0.372168,0.262488,-0.058954,0.254654,0.307401,-0.077701,0.238423,0.287124,-0.078542,0.307945
4346,36.217000,0.015949,-0.108503,-0.016396,0.993833,0.499871,-0.034618,0.331375,0.506685,-0.031382,0.281619,0.489462,-0.035959,0.340298,0.503466,-0.036513,0.372209,-0.008872,-0.102319,0.003443,0.994706,0.285654,-0.071717,0.266980,0.262608,-0.058978,0.254580,0.307275,-0.077641,0.238176,0.287080,-0.078532,0.308184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506567,-0.031398,0.281746,0.489726,-0.035932,0.340197,0.503216,-0.036532,0.372175,0.262489,-0.058932,0.254647,0.307386,-0.077729,0.238417,0.287132,-0.078521,0.307949
4347,36.225000,0.016144,-0.108348,-0.016258,0.993849,0.499880,-0.034623,0.331369,0.506678,-0.031366,0.281612,0.489475,-0.035971,0.340295,0.503488,-0.036531,0.372201,-0.008630,-0.102578,0.003027,0.994683,0.285668,-0.071704,0.266991,0.262638,-0.058941,0.254586,0.307298,-0.077628,0.238195,0.287066,-0.078543,0.308192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506550,-0.031385,0.281764,0.489740,-0.035943,0.340190,0.503236,-0.036549,0.372149,0.262533,-0.058902,0.254658,0.307389,-0.077704,0.238413,0.287113,-0.078529,0.307950
4348,36.233000,0.016088,-0.108308,-0.015178,0.993871,0.499867,-0.034607,0.331364,0.506655,-0.031353,0.281605,0.489464,-0.035974,0.340291,0.503481,-0.036494,0.372196,-0.008605,-0.102361,0.003357,0.994705,0.285664,-0.071726,0.266991,0.262620,-0.058978,0.254596,0.307286,-0.077637,0.238185,0.287085,-0.078564,0.308191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506532,-0.031371,0.281753,0.489714,-0.035947,0.340187,0.503246,-0.036511,0.372152,0.262503,-0.058934,0.254671,0.307395,-0.077723,0.238415,0.287133,-0.078550,0.307947
4349,36.242000,0.016122,-0.108417,-0.014956,0.993862,0.499860,-0.034611,0.331359,0.506658,-0.031353,0.281602,0.489456,-0.035983,0.340284,0.503466,-0.036497,0.372193,-0.008683,-0.102423,0.003612,0.994696,0.285650,-0.071712,0.266997,0.262602,-0.058978,0.254596,0.307279,-0.077618,0.238195,0.287070,-0.078540,0.308199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506539,-0.031371,0.281746,0.489715,-0.035955,0.340191,0.503217,-0.036514,0.372125,0.262498,-0.058939,0.254668,0.307366,-0.077693,0.238422,0.287120,-0.078526,0.307944
4350,36.250000,0.016029,-0.108465,-0.014892,0.993859,0.499865,-0.034600,0.331358,0.506667,-0.031352,0.281601,0.489461,-0.035971,0.340282,0.503467,-0.036477,0.372192,-0.008693,-0.102568,0.003278,0.994683,0.285666,-0.071699,0.266977,0.262629,-0.058949,0.254571,0.307299,-0.077618,0.238182,0.287069,-0.078531,0.308180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506540,-0.031371,0.281763,0.489718,-0.035944,0.340181,0.503222,-0.036495,0.372123,0.262538,-0.058916,0.254640,0.307373,-0.077685,0.238392,0.287114,-0.078515,0.307933
4351,36.258000,0.015561,-0.107768,-0.013986,0.993956,0.499912,-0.034568,0.331334,0.506640,-0.031363,0.281564,0.489523,-0.035947,0.340274,0.503574,-0.036394,0.372165,-0.008358,-0.102731,0.003316,0.994669,0.285669,-0.071697,0.266993,0.262635,-0.058942,0.254587,0.307313,-0.077594,0.238201,0.287060,-0.078555,0.308191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506540,-0.031382,0.281758,0.489718,-0.035926,0.340201,0.503385,-0.036402,0.372003,0.262533,-0.058905,0.254658,0.307397,-0.077667,0.238424,0.287110,-0.078541,0.307938
4352,36.267000,0.015770,-0.108440,-0.014560,0.993871,0.499874,-0.034567,0.331352,0.506672,-0.031344,0.281592,0.489471,-0.035939,0.340277,0.503479,-0.036418,0.372187,-0.008614,-0.102491,0.003044,0.994692,0.285667,-0.071712,0.267000,0.262634,-0.058949,0.254600,0.307293,-0.077635,0.238200,0.287073,-0.078552,0.308201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506548,-0.031363,0.281759,0.489713,-0.035913,0.340177,0.503250,-0.036434,0.372114,0.262530,-0.058911,0.254674,0.307383,-0.077711,0.238422,0.287121,-0.078537,0.307947
4353,36.275000,0.016029,-0.108515,-0.015655,0.993842,0.499860,-0.034619,0.331383,0.506671,-0.031372,0.281627,0.489453,-0.035975,0.340305,0.503456,-0.036508,0.372217,-0.008423,-0.102527,0.003735,0.994688,0.285654,-0.071716,0.266988,0.262605,-0.058982,0.254589,0.307290,-0.077601,0.238188,0.287068,-0.078564,0.308187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506551,-0.031390,0.281759,0.489728,-0.035947,0.340210,0.503191,-0.036527,0.372161,0.262490,-0.058938,0.254652,0.307394,-0.077685,0.238425,0.287120,-0.078554,0.307959
4354,36.283000,0.016232,-0.108497,-0.016355,0.993830,0.499843,-0.034633,0.331369,0.506657,-0.031368,0.281614,0.489435,-0.035981,0.340291,0.503439,-0.036550,0.372202,-0.008816,-0.102352,0.003530,0.994703,0.285694,-0.071689,0.266970,0.262646,-0.058954,0.254570,0.307317,-0.077606,0.238167,0.287119,-0.078507,0.308174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506542,-0.031384,0.281729,0.489705,-0.035953,0.340191,0.503182,-0.036570,0.372178,0.262551,-0.058919,0.254638,0.307393,-0.077675,0.238388,0.287168,-0.078492,0.307916
4355,36.292000,0.015862,-0.107804,-0.013286,0.993957,0.499931,-0.034575,0.331322,0.506659,-0.031338,0.281554,0.489543,-0.035973,0.340260,0.503592,-0.036414,0.372152,-0.008831,-0.102483,0.003562,0.994689,0.285689,-0.071688,0.266990,0.262643,-0.058954,0.254583,0.307320,-0.077605,0.238193,0.287103,-0.078505,0.308195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506564,-0.031357,0.281760,0.489723,-0.035954,0.340187,0.503418,-0.036419,0.371974,0.262542,-0.058917,0.254655,0.307402,-0.077678,0.238422,0.287154,-0.078489,0.307928
4356,36.300000,0.015655,-0.108433,-0.014181,0.993879,0.499883,-0.034583,0.331352,0.506678,-0.031370,0.281591,0.489481,-0.035960,0.340277,0.503490,-0.036419,0.372187,-0.008714,-0.102318,0.003203,0.994708,0.285676,-0.071723,0.266997,0.262635,-0.058970,0.254601,0.307293,-0.077646,0.238190,0.287098,-0.078554,0.308198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506561,-0.031389,0.281743,0.489729,-0.035934,0.340190,0.503250,-0.036436,0.372103,0.262530,-0.058932,0.254677,0.307383,-0.077723,0.238415,0.287147,-0.078537,0.307936
4357,36.308000,0.015572,-0.107967,-0.013700,0.993938,0.499916,-0.034562,0.331332,0.506662,-0.031356,0.281564,0.489523,-0.035947,0.340267,0.503562,-0.036384,0.372164,-0.008816,-0.102490,0.003576,0.994689,0.285675,-0.071698,0.267005,0.262629,-0.058965,0.254598,0.307307,-0.077613,0.238208,0.287088,-0.078516,0.308209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506558,-0.031375,0.281753,0.489737,-0.035925,0.340199,0.503351,-0.036394,0.371994,0.262529,-0.058929,0.254674,0.307391,-0.077686,0.238428,0.287136,-0.078499,0.307945
4358,36.317000,0.015297,-0.108075,-0.011351,0.993960,0.499922,-0.034542,0.331324,0.506667,-0.031357,0.281555,0.489534,-0.035965,0.340258,0.503565,-0.036303,0.372159,-0.008552,-0.102482,0.003068,0.994693,0.285674,-0.071694,0.267014,0.262641,-0.058930,0.254615,0.307300,-0.077611,0.238212,0.287082,-0.078539,0.308213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506568,-0.031376,0.281758,0.489729,-0.035943,0.340188,0.503375,-0.036311,0.371975,0.262541,-0.058895,0.254696,0.307389,-0.077685,0.238425,0.287125,-0.078520,0.307950
4359,36.325000,0.015523,-0.108463,-0.013628,0.993886,0.499870,-0.034572,0.331360,0.506666,-0.031371,0.281599,0.489469,-0.035957,0.340285,0.503476,-0.036389,0.372196,-0.008779,-0.102366,0.002899,0.994704,0.285698,-0.071706,0.266985,0.262667,-0.058939,0.254586,0.307315,-0.077644,0.238181,0.287112,-0.078534,0.308187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506541,-0.031391,0.281768,0.489724,-0.035929,0.340194,0.503229,-0.036406,0.372099,0.262556,-0.058899,0.254669,0.307415,-0.077725,0.238405,0.287159,-0.078517,0.307922
4360,36.333000,0.015761,-0.107881,-0.014152,0.993938,0.499906,-0.034584,0.331335,0.506646,-0.031359,0.281568,0.489513,-0.035964,0.340272,0.503558,-0.036428,0.372166,-0.008496,-0.102503,0.003402,0.994691,0.285681,-0.071705,0.266994,0.262640,-0.058957,0.254595,0.307312,-0.077607,0.238194,0.287092,-0.078551,0.308194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506544,-0.031378,0.281758,0.489717,-0.035942,0.340201,0.503359,-0.036436,0.372002,0.262527,-0.058916,0.254675,0.307414,-0.077690,0.238420,0.287139,-0.078535,0.307938
4361,36.342000,0.015807,-0.108328,-0.015096,0.993875,0.499879,-0.034595,0.331360,0.506669,-0.031369,0.281600,0.489477,-0.035958,0.340287,0.503492,-0.036458,0.372194,-0.008510,-0.102566,0.003402,0.994684,0.285677,-0.071689,0.267007,0.262637,-0.058941,0.254605,0.307311,-0.077592,0.238209,0.287082,-0.078534,0.308207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506549,-0.031387,0.281749,0.489725,-0.035931,0.340192,0.503256,-0.036475,0.372130,0.262528,-0.058901,0.254676,0.307400,-0.077670,0.238448,0.287136,-0.078519,0.307940
4362,36.350000,0.015726,-0.107832,-0.015161,0.993929,0.499915,-0.034585,0.331321,0.506655,-0.031367,0.281553,0.489521,-0.035945,0.340258,0.503569,-0.036443,0.372151,-0.008800,-0.102487,0.003309,0.994690,0.285653,-0.071709,0.266989,0.262614,-0.058963,0.254584,0.307281,-0.077633,0.238192,0.287063,-0.078531,0.308193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506551,-0.031386,0.281752,0.489724,-0.035924,0.340184,0.503372,-0.036451,0.371986,0.262511,-0.058924,0.254653,0.307365,-0.077707,0.238419,0.287114,-0.078517,0.307939
4363,36.358000,0.014929,-0.109557,-0.009156,0.993826,0.499785,-0.034498,0.331391,0.506668,-0.031346,0.281638,0.489376,-0.035954,0.340295,0.503312,-0.036194,0.372239,-0.008432,-0.102542,0.003357,0.994687,0.285659,-0.071719,0.266999,0.262620,-0.058968,0.254600,0.307292,-0.077619,0.238199,0.287066,-0.078571,0.308198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506535,-0.031365,0.281773,0.489703,-0.035918,0.340196,0.502992,-0.036222,0.372173,0.262513,-0.058929,0.254674,0.307384,-0.077696,0.238420,0.287113,-0.078556,0.307949
4364,36.367000,0.015533,-0.108916,-0.013041,0.993844,0.499817,-0.034557,0.331394,0.506655,-0.031354,0.281639,0.489409,-0.035953,0.340310,0.503387,-0.036365,0.372234,-0.008340,-0.102447,0.003482,0.994697,0.285652,-0.071704,0.267015,0.262607,-0.058957,0.254622,0.307281,-0.077593,0.238210,0.287069,-0.078562,0.308212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506540,-0.031371,0.281748,0.489713,-0.035921,0.340227,0.503088,-0.036389,0.372175,0.262491,-0.058914,0.254703,0.307385,-0.077678,0.238441,0.287118,-0.078546,0.307950
4365,36.375000,0.015990,-0.108360,-0.015859,0.993857,0.499850,-0.034619,0.331382,0.506647,-0.031377,0.281624,0.489445,-0.035971,0.340308,0.503458,-0.036509,0.372215,-0.008538,-0.102589,0.003054,0.994683,0.285669,-0.071717,0.267015,0.262639,-0.058953,0.254611,0.307301,-0.077635,0.238218,0.287068,-0.078564,0.308214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506526,-0.031395,0.281765,0.489708,-0.035944,0.340212,0.503206,-0.036527,0.372158,0.262530,-0.058915,0.254699,0.307406,-0.077715,0.238424,0.287107,-0.078545,0.307963
4366,36.383000,0.015711,-0.107915,-0.013631,0.993943,0.499902,-0.034578,0.331349,0.506642,-0.031358,0.281582,0.489510,-0.035967,0.340285,0.503552,-0.036410,0.372181,-0.008407,-0.102256,0.003131,0.994718,0.285675,-0.071685,0.267005,0.262634,-0.058922,0.254620,0.307289,-0.077592,0.238192,0.287103,-0.078541,0.308202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506543,-0.031376,0.281772,0.489704,-0.035947,0.340213,0.503364,-0.036418,0.372023,0.262530,-0.058885,0.254705,0.307384,-0.077669,0.238406,0.287146,-0.078522,0.307937
4367,36.392000,0.015841,-0.108346,-0.014665,0.993879,0.499879,-0.034570,0.331365,0.506668,-0.031340,0.281604,0.489477,-0.035942,0.340291,0.503491,-0.036429,0.372198,-0.008698,-0.102449,0.003669,0.994694,0.285657,-0.071705,0.267001,0.262608,-0.058974,0.254599,0.307288,-0.077610,0.238201,0.287076,-0.078531,0.308204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506551,-0.031359,0.281772,0.489712,-0.035917,0.340207,0.503263,-0.036443,0.372093,0.262492,-0.058932,0.254685,0.307395,-0.077694,0.238427,0.287122,-0.078514,0.307940
4368,36.400000,0.014970,-0.110077,-0.008698,0.993772,0.499758,-0.034517,0.331410,0.506691,-0.031360,0.281665,0.489340,-0.035983,0.340303,0.503243,-0.036209,0.372262,-0.008566,-0.102393,0.003184,0.994702,0.285662,-0.071710,0.267006,0.262623,-0.058953,0.254611,0.307284,-0.077625,0.238201,0.287078,-0.078553,0.308206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506568,-0.031377,0.281760,0.489708,-0.035943,0.340196,0.502910,-0.036240,0.372248,0.262513,-0.058913,0.254692,0.307382,-0.077705,0.238427,0.287126,-0.078536,0.307941
4369,36.408000,0.015580,-0.109106,-0.013238,0.993820,0.499805,-0.034585,0.331405,0.506663,-0.031378,0.281653,0.489393,-0.035978,0.340317,0.503359,-0.036400,0.372246,-0.008482,-0.102612,0.003513,0.994679,0.285654,-0.071725,0.267008,0.262613,-0.058982,0.254604,0.307293,-0.077622,0.238212,0.287058,-0.078571,0.308207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506530,-0.031397,0.281784,0.489726,-0.035943,0.340216,0.503034,-0.036426,0.372187,0.262504,-0.058943,0.254683,0.307390,-0.077701,0.238433,0.287104,-0.078555,0.307952
4370,36.417000,0.015678,-0.107779,-0.014347,0.993948,0.499917,-0.034600,0.331337,0.506647,-0.031385,0.281568,0.489526,-0.035975,0.340276,0.503577,-0.036441,0.372168,-0.008279,-0.102596,0.003422,0.994683,0.285640,-0.071710,0.267007,0.262600,-0.058958,0.254609,0.307277,-0.077598,0.238208,0.287044,-0.078573,0.308204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506550,-0.031403,0.281762,0.489716,-0.035955,0.340207,0.503391,-0.036448,0.371999,0.262497,-0.058921,0.254684,0.307366,-0.077672,0.238421,0.287089,-0.078558,0.307958
4371,36.425000,0.015660,-0.108176,-0.014798,0.993898,0.499875,-0.034596,0.331366,0.506647,-0.031384,0.281602,0.489476,-0.035962,0.340297,0.503501,-0.036443,0.372199,-0.008581,-0.102392,0.003278,0.994702,0.285671,-0.071713,0.266994,0.262630,-0.058960,0.254598,0.307294,-0.077625,0.238189,0.287089,-0.078553,0.308194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506527,-0.031403,0.281763,0.489723,-0.035936,0.340206,0.503263,-0.036458,0.372113,0.262517,-0.058918,0.254675,0.307393,-0.077706,0.238419,0.287138,-0.078538,0.307939
4372,36.433000,0.015930,-0.108578,-0.013432,0.993870,0.499861,-0.034592,0.331400,0.506667,-0.031349,0.281643,0.489458,-0.035988,0.340321,0.503457,-0.036437,0.372236,-0.008636,-0.102518,0.003403,0.994688,0.285667,-0.071711,0.267005,0.262627,-0.058966,0.254601,0.307299,-0.077622,0.238206,0.287077,-0.078546,0.308206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506541,-0.031368,0.281785,0.489732,-0.035959,0.340219,0.503195,-0.036458,0.372185,0.262524,-0.058927,0.254668,0.307381,-0.077695,0.238440,0.287130,-0.078532,0.307947
4373,36.442000,0.015779,-0.108473,-0.016745,0.993833,0.499855,-0.034617,0.331386,0.506667,-0.031399,0.281628,0.489446,-0.035949,0.340310,0.503452,-0.036504,0.372219,-0.008403,-0.102443,0.003589,0.994697,0.285655,-0.071711,0.267012,0.262607,-0.058970,0.254618,0.307285,-0.077600,0.238208,0.287074,-0.078562,0.308210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506539,-0.031418,0.281780,0.489714,-0.035921,0.340206,0.503196,-0.036523,0.372163,0.262499,-0.058930,0.254690,0.307376,-0.077677,0.238438,0.287124,-0.078547,0.307955
4374,36.450000,0.015983,-0.108468,-0.015612,0.993849,0.499842,-0.034611,0.331389,0.506648,-0.031369,0.281632,0.489435,-0.035967,0.340312,0.503441,-0.036496,0.372223,-0.008167,-0.102491,0.003251,0.994695,0.285653,-0.071712,0.267014,0.262614,-0.058950,0.254624,0.307281,-0.077600,0.238209,0.287063,-0.078587,0.308209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506529,-0.031386,0.281762,0.489701,-0.035940,0.340213,0.503188,-0.036515,0.372181,0.262505,-0.058910,0.254697,0.307373,-0.077678,0.238441,0.287114,-0.078572,0.307949
4375,36.458000,0.016017,-0.108280,-0.016312,0.993858,0.499846,-0.034624,0.331393,0.506637,-0.031380,0.281634,0.489442,-0.035968,0.340320,0.503460,-0.036523,0.372225,-0.008537,-0.102474,0.002620,0.994696,0.285674,-0.071720,0.266998,0.262652,-0.058935,0.254601,0.307295,-0.077653,0.238196,0.287076,-0.078571,0.308197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506515,-0.031398,0.281781,0.489707,-0.035941,0.340227,0.503205,-0.036541,0.372154,0.262531,-0.058890,0.254690,0.307421,-0.077745,0.238409,0.287117,-0.078553,0.307950
4376,36.467000,0.016018,-0.108333,-0.016914,0.993842,0.499852,-0.034612,0.331380,0.506651,-0.031370,0.281622,0.489445,-0.035945,0.340306,0.503459,-0.036521,0.372211,-0.008542,-0.102479,0.002639,0.994695,0.285675,-0.071691,0.267026,0.262653,-0.058907,0.254629,0.307296,-0.077624,0.238224,0.287077,-0.078542,0.308225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506529,-0.031389,0.281786,0.489683,-0.035920,0.340208,0.503234,-0.036535,0.372140,0.262558,-0.058874,0.254713,0.307382,-0.077696,0.238430,0.287118,-0.078521,0.307957
4377,36.475000,0.015909,-0.108452,-0.015871,0.993848,0.499862,-0.034598,0.331376,0.506668,-0.031364,0.281618,0.489456,-0.035948,0.340300,0.503463,-0.036481,0.372209,-0.008257,-0.102387,0.003492,0.994704,0.285653,-0.071703,0.267006,0.262606,-0.058955,0.254618,0.307279,-0.077588,0.238197,0.287075,-0.078568,0.308202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506551,-0.031381,0.281763,0.489700,-0.035923,0.340206,0.503231,-0.036497,0.372148,0.262494,-0.058913,0.254689,0.307380,-0.077669,0.238424,0.287124,-0.078555,0.307963
